750356062,031116855 419567806 083092292 592434186 
623932552,592777305 298531281 092906895 
124204460,094086593 
661002605,670031819 337870963 040778917 925031282 611538169 
709776640,931001636 252934258 
282193087,623932552 
945408727,667381477 635419823 787655976 096250255 
016416974,
429996502,297021388 938372204 917936441 340277135 921044157 
381375699,465232460 290727120 282620544 
460620550,099140307 216574638 
381985101,221387097 095748905 902854722 
816660509,208544341 584074989 144789981 004757817 
083092292,059964245 
997530909,667397953 960073242 355765349 655788300 344800264 
992450484,608975727 297021388 815910283 
856086634,816805600 497302003 
475171460,538833909 
151046571,221387097 262930710 504464741 316119591 
116574234,146006374 628786480 434770614 279466437 963625364 
616542016,
304702021,298531281 325071149 307624550 
714046809,844744210 924547263 237738395 205231639 381375699 
050939256,726142197 451124601 266837606 
190849733,043599629 
915048343,
953379772,146507192 963625364 241320580 
592434186,
355765349,902457705 004038654 040778917 
977318060,
279466437,087832587 
818526306,561048748 974296220 
334211754,453788277 992450484 748746577 
801569544,724954830 
372147331,990245524 269110671 630123310 
345198967,
431665742,850222804 905641506 030430592 
146751276,
566442774,249087942 419567806 442866663 
889052131,296994488 138698982 386558942 929911407 536116058 
040778917,475363465 104245293 031116855 726122241 907611539 
124951253,803036163 247845118 963625364 611538169 377324092 
775051125,838144883 131428559 151046571 
316119591,015496753 168822178 561552858 116574234 
247845118,607367604 
133843262,
832493128,667397953 423539875 124051562 
215239795,671241835 
092516496,124951253 678105101 
905641506,706597899 824184532 189083663 506402010 737626970 
293157037,098185333 189083663 334211754 
344816776,612579170 
465765050,503272829 
146099392,
913522398,107182281 554506704 031116855 793450950 
561048748,181821861 306968971 
561552858,664517868 266837606 368507458 137331052 
506402010,724954830 929911407 613865464 
252934258,721579750 104245293 411130244 448920461 907611539 
020951466,267912019 924547263 
504464741,460620550 670031819 335880022 193954099 350250505 
185524980,
419567806,541615205 841661363 094086593 
787655976,353388219 
353388219,708933069 287183004 977974388 
238161237,977974388 967830641 656694094 
493162373,
872998490,
427820520,288335574 929911407 368507458 774739438 315729510 
475363465,918883464 620231374 
287183004,115940531 
031116855,039250801 607367604 748128958 215239795 862663051 
933370993,862663051 195759596 
298531281,623932552 137331052 
380442043,266837606 454015376 607551667 
925031282,290256913 297372747 185524980 
931001636,849394106 791646150 943840483 
337870963,
476530084,818526306 
849394106,841661363 661373922 862785703 118934218 616542016 
205218208,260447539 030549802 775051125 547235384 
960073242,832493128 238884980 248053897 
608975727,
820014895,729970068 706597899 816805600 949595846 954417236 
635439130,
926581783,730617861 838144883 
516836196,238161237 382487453 536116058 
499615857,793450950 161087605 767330868 185524980 221387097 
227160283,
163613728,
850222804,524981976 146099392 195759596 707666231 
042501516,545402999 638997819 927698132 841661363 534508099 
879437358,104182557 134389421 
249087942,299148817 255058465 209527406 
306968971,750767074 529292782 
290256913,
541615205,031116855 368507458 340277135 
917936441,499615857 793455639 
666113212,208954816 344800264 
006622492,639138898 890666129 924547263 
461501057,445967721 374319048 707666231 392156979 463789996 
655788300,959216716 692709165 251435162 
670031819,
368507458,732967106 134389421 931001636 847650487 664517868 
911152383,554506704 
356467566,344816776 997530909 155172307 416622062 217963824 
200977261,309204763 771880475 266837606 
990245524,325240669 908908708 
030549802,427820520 
087832587,344350123 019490258 
793450950,767330868 
726122241,
549438170,960073242 516836196 572662322 
693469706,243264616 953379772 085212117 
877408593,905641506 061641115 248053897 951451786 131428559 
186494069,739800323 475171460 
195759596,748016205 146013558 565897169 613865464 
918883464,
745677127,118934218 
096524877,824184532 
288335574,423539875 913522398 
205231639,181821861 748016205 554506704 433752433 087832587 
115940531,020951466 608975727 
470834671,325240669 
907611539,146428537 166806582 
267197318,503272829 524828123 311618071 930188976 334211754 
938372204,042501516 061641115 516836196 924547263 841661363 
721579750,
013138290,098185333 396834010 
267972175,764651765 
734815988,264656364 299764901 078000702 932048878 628786480 
335880022,905641506 392072294 
879274288,372147331 195456972 578259148 
706597899,905641506 
062564448,133843262 428074584 598511946 345198967 816660509 
146428537,649266758 
337485893,
844744210,729970068 
748128958,801569544 116574234 913522398 205218208 
099140307,205231639 764068924 387808151 
809190796,255058465 
433752433,932048878 
311019319,
146006374,482521015 758089734 
166788568,344350123 171388639 503272829 
366533691,879437358 283550241 764651765 973731431 040778917 
912666651,749228847 721579750 751481289 422659863 
322674571,932522725 455708266 592777305 879437358 
902854722,217963824 953379772 606789769 208954816 137331052 
838144883,
967830641,707666231 078000702 
473872385,207010389 357321785 973731431 186151127 020951466 
290727120,166788568 
354344281,
246610888,988071319 941581305 742781286 357321785 965287380 
534508099,
171388639,267197318 
841661363,592777305 748362337 325240669 
825926166,694167117 533634692 646211803 189083663 
671241835,250035295 497302003 
260447539,181821861 061641115 
791646150,092460840 463789996 461496762 951451786 
010440236,130042007 337870963 316119591 
861916167,745677127 734815988 263342766 
137331052,
626732948,345198967 465232460 
745273655,267197318 269110671 431665742 967830641 392072294 
444214722,737626970 
524981976,460620550 
454015376,
263342766,
442866663,311618071 146099392 857779770 693469706 
549467056,243264616 
664517868,411130244 
749228847,269110671 066347968 146428537 476530084 674447513 
091945610,506402010 
069196236,670031819 118934218 019490258 824783756 815910283 
581809182,
382487453,
014094148,199143170 884239013 902457705 824783756 
267912019,997530909 
884239013,696883640 
290063776,297372747 
517319807,069196236 193954099 
104245293,708933069 146013558 
764068924,884239013 
118578187,050550291 
901731220,470834671 
189083663,066347968 118578187 411130244 045077560 537953767 
448920461,344800264 
419637173,199569206 
416622062,627685485 938372204 816660509 185231853 
107182281,818526306 
971486514,337870963 954417236 764651765 442866663 
538833909,721579750 241320580 
311618071,
387808151,777764252 042501516 098185333 
315729510,
386558942,
748746577,264656364 
954417236,953379772 
974296220,656694094 019490258 285263702 497302003 
376656677,252934258 
930188976,493162373 290727120 745273655 376656677 
646211803,050550291 454015376 
612579170,443139211 294796855 045077560 
131554224,506402010 953296966 260447539 
392156979,793450950 
717747034,238161237 
195456972,729970068 971486514 538833909 
092460840,787655976 824698919 294796855 791646150 
155125241,748362337 
193954099,902854722 857779770 
767330868,533634692 607551667 116574234 263342766 
813707379,386579251 322674571 368507458 578259148 926581783 
416226593,354344281 549438170 
774739438,030549802 072621776 
574456315,877408593 452946075 565897169 748746577 674447513 
524828123,549467056 392156979 
000669040,137726981 
207010389,879274288 456791858 714046809 130042007 
238884980,941581305 445967721 
224539987,104245293 460620550 748362337 
862785703,325240669 561552858 
078000702,020951466 434770614 094086593 949595846 
104182557,988071319 856086634 529292782 
320636743,990245524 014513176 854125402 260447539 443139211 
121105406,
307624550,809190796 030430592 
254769632,061641115 
297021388,320636743 516836196 
692709165,241320580 247845118 924588325 825926166 348928890 
133646352,951451786 844744210 348928890 
146507192,422659863 915048343 938372204 493162373 
262930710,565897169 131428559 974296220 
649266758,
720798274,030430592 838144883 
461496762,524828123 344816776 
414422450,
453788277,561048748 
643925663,209527406 191229907 924588325 290063776 
857779770,146006374 249175169 
851847551,694167117 237738395 246610888 107829595 737626970 
977974388,014094148 092906895 
132875972,889052131 294796855 019490258 043599629 146013558 
052277678,453788277 348928890 251435162 
075841676,419567806 988071319 925031282 
613865464,724954830 
134389421,
547235384,
924547263,
503272829,616542016 996121723 
795033900,692709165 659530534 674447513 908908708 062564448 
208954816,838150210 
638997819,678105101 473872385 144789981 918883464 392156979 
533634692,592434186 
973731431,244204066 516836196 155125241 907611539 
696883640,002355059 963625364 748128958 124204460 
929867861,413729837 137726981 951451786 510788185 566442774 
009480243,
357321785,238884980 926581783 581697008 
463789996,193954099 566442774 905641506 396834010 737626970 
340277135,
168822178,659530534 872998490 251435162 734815988 
633208772,
620231374,246610888 030430592 
377324092,138698982 
667397953,
540429270,288335574 734815988 661002605 482521015 709776640 
816805600,
908908708,
315914985,095748905 413729837 
611538169,132875972 649266758 019490258 902365865 
890666129,291018793 606789769 620231374 721579750 803036163 
927698132,661747617 146013558 269110671 
676251569,118578187 
073251899,416622062 925031282 
452946075,854125402 340277135 451124601 475363465 254769632 
034802737,470834671 030430592 626732948 
285263702,092906895 933370993 381985101 635439130 
752075841,661747617 106653138 334211754 243264616 
824783756,764651765 
386579251,248053897 616542016 337485893 
815910283,504464741 924588325 795919070 
750767074,824184532 809190796 297021388 
096250255,
639138898,
572662322,503272829 249175169 
771363578,107829595 902854722 282193087 709776640 299764901 
952261427,607367604 
199143170,580048052 
209527406,
269110671,146507192 
941581305,267972175 670031819 
607551667,296161606 885382916 320636743 348928890 
019490258,381375699 353388219 816660509 
423539875,630123310 482521015 
241320580,137726981 121105406 422659863 
818002068,816805600 304702021 131554224 146507192 
422659863,667381477 284806859 104182557 
628786480,529292782 396834010 844744210 200178660 
249175169,929867861 971486514 284806859 476530084 
050550291,574456315 285263702 
592777305,
137726981,504464741 040778917 454015376 729970068 064075325 
225720192,497302003 
130042007,
199569206,815910283 
896771251,296161606 
193694507,392072294 959216716 952261427 
092906895,094086593 309204763 
619312619,630123310 915048343 
985273087,750356062 249087942 
138698982,565897169 092516496 034802737 
255058465,072621776 377324092 288335574 185231853 
963625364,
344800264,419637173 185231853 656694094 
724954830,085212117 
935452116,299764901 
443139211,752075841 915506610 905641506 130042007 
243264616,748746577 
183002992,
244204066,
156177539,859274408 
455708266,943840483 451124601 838144883 
014513176,376656677 
166806582,
847650487,340277135 136415367 814554749 
200178660,014094148 377324092 949595846 311019319 
413729837,
659530534,199569206 014094148 031116855 847650487 
732967106,
708933069,199569206 
726142197,118934218 
510788185,962667744 
250035295,667381477 183002992 
156855183,584074989 185231853 137331052 
186151127,092516496 974296220 429996502 649266758 
795919070,
349188092,166806582 824184532 627685485 
251435162,118578187 
434770614,009480243 344800264 816805600 344816776 443203309 
707666231,
216574638,592434186 
299764901,537953767 533634692 
181821861,545402999 748746577 004757817 902457705 465232460 
854125402,884239013 547235384 296161606 925031282 616542016 
607367604,146751276 453788277 
841159328,529292782 664694148 795919070 411130244 
580048052,
546208817,
237738395,146099392 933370993 
085212117,282620544 
885382916,549467056 283550241 189083663 524981976 
095748905,
296994488,059964245 052833072 
748362337,085212117 793455639 416226593 
094086593,841159328 850222804 988071319 676251569 
729204900,267197318 924588325 649266758 921044157 
539054520,069196236 381375699 146428537 244204066 529292782 
325071149,745273655 
284806859,717747034 185524980 392072294 938372204 646784751 
871861436,382487453 
949595846,045077560 
529292782,655788300 549438170 381375699 708933069 
350250505,237738395 282620544 183002992 
061641115,309204763 186494069 366533691 267972175 
374319048,096250255 696883640 136415367 
661373922,825926166 040778917 
064075325,071357297 
667381477,334211754 815910283 136415367 971486514 639138898 
902457705,791646150 750767074 724954830 815910283 694167117 
577939276,249087942 707666231 549438170 
514265686,664517868 732967106 
221387097,091945610 138698982 
015496753,927698132 915048343 908908708 592777305 146099392 
803036163,131554224 795033900 960073242 646211803 997530909 
185231853,290256913 801569544 380442043 
208544341,924588325 777764252 633208772 793450950 917936441 
966421589,818526306 443139211 
545402999,977318060 255058465 862785703 
814554749,
248053897,714046809 107182281 238884980 908908708 
750576897,411130244 
392072294,924547263 
902365865,902457705 990245524 696883640 739800323 954417236 
388743010,664694148 938372204 325240669 075841676 
678105101,
294796855,443203309 546208817 854294568 820014895 381985101 
694167117,216574638 014094148 263342766 
924588325,380442043 000669040 
144789981,248053897 107182281 161087605 925031282 
959216716,832493128 260447539 
537953767,186494069 
344350123,
627685485,075841676 933370993 340277135 619312619 541615205 
748016205,374319048 
859274408,146013558 290727120 841661363 279466437 611538169 
043599629,241320580 
296161606,606789769 
278935778,029936147 267972175 
004757817,917936441 771880475 094086593 577939276 
839426454,578259148 844744210 
771880475,190849733 854125402 639138898 592777305 
052833072,
